         27591 function calls (26769 primitive calls) in 0.792 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 {method 'then' of 'builtins.PyChainedWhen' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1126(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\queue.py:97(empty)
        1    0.000    0.000    0.022    0.022 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\dao\fs\LoadFsGse.py:19(loadFsGseOutputInflation)
        2    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:958(createLock)
        1    0.000    0.000    0.026    0.026 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\dao\fs\LoadFsGse.py:13(loadFsGseOutputIndices)
        1    0.000    0.000    0.023    0.023 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\dao\fs\LoadFsS2.py:12(loadFsHypS2ChocsSpread)
        1    0.000    0.000    0.029    0.029 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\dao\fs\LoadFsS2.py:9(loadFsHypS2Chocs)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\ntpath.py:588(abspath)
       14    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       13    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:113(__init__)
        1    0.000    0.000    0.026    0.026 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\dao\fs\LoadPassifEp.py:11(loadFsMpPassifEp)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_compiler.py:467(_get_charset_prefix)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        3    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\threading.py:627(clear)
       14    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\construction\utils.py:75(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1465(_clear_cache)
        3    0.000    0.000    0.000    0.000 {method 'fill_null' of 'builtins.PyExpr' objects}
        9    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\parse_expr_input.py:181(_combine_predicates)
        1    0.000    0.000    0.000    0.000 {method 'cum_prod' of 'builtins.PyExpr' objects}
        3    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_daemon_thread.py:32(py_db)
        1    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\expr.py:241(__neg__)
        2    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\datatypes\constructor.py:50(polars_type_to_constructor)
        2    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\domaines\s2\expr\S2Expr.py:26(rsCdChocS2Property)
        6    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\enum.py:1544(_get_value)
        9    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        2    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1702(addHandler)
        2    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\getitem.py:253(_select_columns_by_name)
        4    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:293(tell)
       14    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\dependencies.py:222(_check_for_pydantic)
        2    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\datatypes\classes.py:617(__eq__)
       13    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\io\_utils.py:58(parse_row_index_args)
        4    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:83(groups)
        3    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        7    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:243(_releaseLock)
        1    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:231(__init__)
       14    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\pathlib.py:437(__str__)
        1    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\dataframe\group_by.py:35(__init__)
        2    0.000    0.000    0.000    0.000 {method 'sum' of 'builtins.PyExpr' objects}
       14    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\pathlib.py:560(root)
        4    0.000    0.000    0.000    0.000 {method 'dt_month' of 'builtins.PyExpr' objects}
        6    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\threading.py:1234(daemon)
        6    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydev_bundle\pydev_is_thread_alive.py:9(is_thread_alive)
       14    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\pathlib.py:569(_tail)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        4    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\whenthen.py:52(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\threading.py:124(RLock)
        1    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:953(fix_flags)
        2    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:982(setLevel)
        1    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\expr.py:232(__rmul__)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:450(validate)
        6    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        3    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_constants.py:626(get_thread_id)
        2    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_compiler.py:428(_get_iscased)
        5    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:208(_checkLevel)
        1    0.000    0.000    0.000    0.000 {method 'not_' of 'builtins.PyExpr' objects}
        3    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_constants.py:606(get_current_thread_id)
        4    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\whenthen.py:27(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1257(_open)
        9    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\datetime.py:40(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1776(getEffectiveLevel)
        2    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\construction\utils.py:56(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1724(hasHandlers)
        1    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        2    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\enum.py:1129(__new__)
        2    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\lazyframe\group_by.py:23(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_compiler.py:31(_combine_flags)
        2    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1369(disable)
        2    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\whenthen.py:109(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:811(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method nt._path_normpath}
        2    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_compiler.py:570(isstring)
        2    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\datatypes\classes.py:214(is_nested)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\codecs.py:186(__init__)
        3    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_constants.py:660(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:443(__init__)
        2    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\whenthen.py:134(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\enum.py:1287(name)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:172(__setitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\dao\Dao.py:26(setDao)
        3    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_constants.py:663(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:77(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:2149(getLogger)
        2    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1033(setFormatter)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\utils\ProjResults.py:9(__post_init__)
        2    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:254(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 {built-in method _io.text_encoding}
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\datatypes\classes.py:109(base_type)


